Player,Pos,Age,Tm,G,MP,FG%,Dist.,2P,0-3,3-10,10-16,16-3P,3P,2P.1,0-3.1,3-10.1,10-16.1,16-3P.1,3P.1,2P.2,3P.2,%FGA,#,%3PA,3P%,Att.,#.1,Player Reference,Season,League
Allan Houston,SG,26,NYK,82,2848,0.447,14.7,0.833,0.186,0.119,0.208,0.319,0.167,0.46,0.563,0.388,0.361,0.49,0.385,0.532,0.951,0.02,24,0.178,0.447,2,0,houstal01,1997-1998,NBA
Juwan Howard,PF,24,WAS,64,2559,0.467,9.2,0.998,0.231,0.279,0.368,0.12,0.002,0.468,0.607,0.38,0.449,0.462,0.0,0.654,,0.053,49,0.0,,0,0,howarju01,1997-1998,NBA
Stephen Howard,SF,27,SEA,13,53,0.381,6.0,1.0,0.524,0.333,0.095,0.048,0.0,0.381,0.455,0.286,0.0,1.0,,0.375,,0.0,0,,,0,0,howarst01,1997-1998,NBA
Troy Hudson,PG,21,UTA,8,23,0.429,16.6,0.786,0.286,0.0,0.143,0.357,0.214,0.545,0.5,,0.5,0.6,0.0,0.333,,0.071,1,0.0,,0,0,hudsotr01,1997-1998,NBA
Lindsey Hunter,PG,27,DET,71,2505,0.383,16.6,0.679,0.186,0.069,0.146,0.277,0.321,0.412,0.545,0.281,0.314,0.406,0.321,0.385,0.847,0.006,5,0.177,0.255,1,0,hunteli01,1997-1998,NBA
Bobby Hurley,PG,26,TOT,61,875,0.391,15.1,0.908,0.189,0.092,0.143,0.483,0.092,0.407,0.467,0.182,0.382,0.435,0.227,0.5,1.0,0.0,0,0.0,,0,0,hurlebo01,1997-1998,NBA
Bobby Hurley,PG,26,SAC,34,417,0.409,15.4,0.87,0.165,0.113,0.174,0.417,0.13,0.43,0.474,0.308,0.5,0.417,0.267,0.535,1.0,0.0,0,0.0,,0,0,hurlebo01,1997-1998,NBA
Bobby Hurley,PG,26,VAN,27,458,0.374,14.8,0.943,0.211,0.073,0.114,0.545,0.057,0.388,0.462,0.0,0.214,0.448,0.143,0.467,1.0,0.0,0,0.0,,0,0,hurlebo01,1997-1998,NBA
Zydrunas Ilgauskas,C,22,CLE,82,2379,0.518,5.9,0.995,0.42,0.364,0.18,0.031,0.005,0.519,0.66,0.423,0.399,0.444,0.25,0.649,1.0,0.092,81,0.0,,1,0,ilgauzy01,1997-1998,NBA
Allen Iverson*,PG,22,PHI,80,3150,0.461,12.5,0.833,0.335,0.147,0.151,0.2,0.167,0.494,0.599,0.396,0.387,0.472,0.298,0.358,0.843,0.026,33,0.081,0.579,0,0,iversal01,1997-1998,NBA
Bobby Jackson,PG,24,DEN,68,2042,0.392,14.4,0.898,0.226,0.091,0.193,0.387,0.102,0.407,0.525,0.306,0.373,0.379,0.259,0.457,0.429,0.001,1,0.086,0.286,1,0,jacksbo01,1997-1998,NBA
Jaren Jackson,SG,30,SAS,82,2226,0.394,18.7,0.546,0.133,0.043,0.07,0.3,0.454,0.409,0.46,0.286,0.326,0.423,0.377,0.726,0.938,0.003,2,0.246,0.37,1,0,jacksja01,1997-1998,NBA
Jim Jackson,SG,27,TOT,79,3046,0.43,13.4,0.827,0.196,0.188,0.213,0.23,0.173,0.453,0.608,0.394,0.386,0.431,0.319,0.545,0.934,0.026,25,0.283,0.315,3,0,jacksji01,1997-1998,NBA
Jim Jackson,SG,27,PHI,48,1788,0.46,13.5,0.791,0.243,0.163,0.166,0.219,0.209,0.489,0.6,0.46,0.404,0.453,0.348,0.56,0.923,0.021,11,0.348,0.308,1,0,jacksji01,1997-1998,NBA
Jim Jackson,SG,27,GSW,31,1258,0.402,13.3,0.862,0.152,0.212,0.257,0.241,0.138,0.422,0.621,0.347,0.374,0.413,0.278,0.529,0.955,0.031,14,0.19,0.333,2,0,jacksji01,1997-1998,NBA
Mark Jackson,PG,32,IND,82,2413,0.416,12.3,0.771,0.234,0.321,0.115,0.1,0.229,0.447,0.543,0.443,0.275,0.433,0.314,0.257,0.86,0.0,0,0.036,0.6,2,1,jacksma01,1997-1998,NBA
Henry James,PF,32,CLE,28,166,0.407,18.1,0.576,0.051,0.068,0.186,0.271,0.424,0.382,0.667,0.5,0.455,0.25,0.44,0.846,0.909,0.0,0,0.28,0.571,0,0,jameshe01,1997-1998,NBA
Anthony Johnson,PG,23,SAC,77,2266,0.371,14.1,0.79,0.213,0.182,0.163,0.232,0.21,0.383,0.569,0.342,0.273,0.319,0.328,0.576,0.881,0.03,17,0.211,0.37,0,0,johnsan02,1997-1998,NBA
Avery Johnson,PG,32,SAS,75,2674,0.478,9.3,0.981,0.466,0.195,0.091,0.228,0.019,0.485,0.588,0.405,0.328,0.405,0.154,0.417,1.0,0.0,0,0.077,0.0,1,0,johnsav01,1997-1998,NBA
Eddie Johnson,SF,38,HOU,75,1490,0.417,17.0,0.636,0.167,0.079,0.134,0.256,0.364,0.465,0.593,0.419,0.384,0.439,0.333,0.733,0.985,0.0,0,0.167,0.333,0,0,johnsed03,1997-1998,NBA
Ervin Johnson,C,30,MIL,81,2261,0.537,5.8,1.0,0.49,0.42,0.076,0.013,0.0,0.537,0.671,0.414,0.361,0.5,,0.601,,0.121,56,,,0,0,johnser02,1997-1998,NBA
Kevin Johnson,PG,31,PHO,50,1290,0.447,13.3,0.925,0.3,0.063,0.222,0.34,0.075,0.47,0.654,0.318,0.299,0.449,0.154,0.364,1.0,0.0,0,0.154,0.0,2,0,johnske02,1997-1998,NBA
Larry Johnson,SF,28,NYK,70,2412,0.485,9.0,0.929,0.466,0.208,0.178,0.077,0.071,0.504,0.675,0.375,0.293,0.309,0.238,0.638,0.933,0.012,10,0.095,0.167,2,0,johnsla02,1997-1998,NBA
Charles Jones,PF,40,HOU,24,127,0.7,3.4,1.0,0.6,0.3,0.1,0.0,0.0,0.7,1.0,0.333,0.0,,,0.143,,0.1,1,,,0,0,jonesch01,1997-1998,NBA
Dontae' Jones,SF,22,BOS,15,91,0.333,16.9,0.596,0.14,0.053,0.14,0.263,0.404,0.382,0.5,0.333,0.25,0.4,0.261,0.769,1.0,0.035,2,0.217,0.4,0,0,jonesdo01,1997-1998,NBA
Eddie Jones,SG,26,LAL,80,2910,0.484,14.0,0.634,0.38,0.093,0.077,0.085,0.366,0.538,0.67,0.29,0.351,0.388,0.389,0.659,0.965,0.105,102,0.277,0.422,0,0,jonesed02,1997-1998,NBA
Popeye Jones,PF,27,TOR,14,352,0.409,12.7,0.976,0.22,0.189,0.228,0.339,0.024,0.403,0.5,0.542,0.207,0.395,0.667,0.64,1.0,0.008,1,0.0,,0,0,jonespo01,1997-1998,NBA
Michael Jordan*,SG,34,CHI,82,3181,0.465,13.2,0.933,0.221,0.106,0.278,0.328,0.067,0.482,0.644,0.373,0.416,0.462,0.238,0.498,0.8,0.049,89,0.032,0.5,1,0,jordami01,1997-1998,NBA
Reggie Jordan,SG,30,MIN,57,487,0.478,7.4,0.991,0.664,0.221,0.053,0.053,0.009,0.482,0.56,0.32,0.167,0.5,0.0,0.648,,0.088,8,0.0,,0,0,jordare01,1997-1998,NBA
Adam Keefe,C,27,UTA,80,2047,0.54,8.0,1.0,0.566,0.191,0.083,0.16,0.0,0.54,0.658,0.346,0.457,0.397,,0.808,,0.139,55,,,0,0,keefead01,1997-1998,NBA
Shawn Kemp,PF,28,CLE,80,2769,0.445,8.4,0.993,0.387,0.24,0.18,0.187,0.007,0.446,0.583,0.344,0.388,0.349,0.25,0.663,1.0,0.091,99,0.0,,1,0,kempsh01,1997-1998,NBA
Tim Kempton,PF,34,TOT,8,47,0.222,10.2,1.0,0.222,0.333,0.222,0.222,0.0,0.222,0.0,0.333,0.5,0.0,,1.0,,0.0,0,,,0,0,kemptti01,1997-1998,NBA
Tim Kempton,PF,34,ORL,3,15,0.0,8.0,1.0,0.0,0.5,0.5,0.0,0.0,0.0,,0.0,0.0,,,,,0.0,0,,,0,0,kemptti01,1997-1998,NBA
Tim Kempton,PF,34,TOR,5,32,0.286,10.8,1.0,0.286,0.286,0.143,0.286,0.0,0.286,0.0,0.5,1.0,0.0,,1.0,,0.0,0,,,0,0,kemptti01,1997-1998,NBA
Steve Kerr,PG,32,CHI,50,1119,0.454,19.7,0.57,0.043,0.04,0.132,0.354,0.43,0.465,0.846,0.333,0.35,0.477,0.438,0.788,0.947,0.0,0,0.077,0.3,0,0,kerrst01,1997-1998,NBA
Jerome Kersey,SF,35,SEA,37,717,0.416,14.0,0.957,0.189,0.142,0.133,0.494,0.043,0.43,0.545,0.364,0.419,0.409,0.1,0.792,1.0,0.009,2,0.5,0.2,0,0,kerseje01,1997-1998,NBA
Jason Kidd*,PG,24,PHO,82,3118,0.416,15.4,0.729,0.269,0.087,0.142,0.231,0.271,0.454,0.567,0.373,0.402,0.384,0.313,0.394,0.863,0.02,14,0.116,0.259,3,0,kiddja01,1997-1998,NBA
Kerry Kittles,SG,23,NJN,77,2814,0.44,14.8,0.772,0.224,0.135,0.134,0.278,0.228,0.447,0.637,0.301,0.374,0.399,0.418,0.533,0.918,0.061,65,0.061,0.625,1,0,kittlke01,1997-1998,NBA
Joe Kleine,C,36,CHI,46,397,0.368,12.2,1.0,0.066,0.264,0.396,0.274,0.0,0.368,0.429,0.321,0.31,0.483,,0.795,,0.0,0,,,0,0,kleinjo01,1997-1998,NBA
Brevin Knight,PG,22,CLE,80,2483,0.441,10.8,0.988,0.26,0.194,0.228,0.306,0.012,0.446,0.506,0.383,0.4,0.47,0.0,0.383,,0.0,0,0.286,0.0,0,0,knighbr01,1997-1998,NBA
Travis Knight,C,23,BOS,74,1503,0.441,12.2,0.874,0.322,0.112,0.112,0.329,0.126,0.465,0.61,0.327,0.286,0.431,0.273,0.68,1.0,0.053,20,0.036,0.0,0,0,knightr01,1997-1998,NBA
Toni Kukoč*,SF,29,CHI,74,2235,0.455,14.5,0.793,0.268,0.114,0.114,0.296,0.207,0.48,0.68,0.396,0.344,0.382,0.362,0.584,0.921,0.025,20,0.138,0.333,2,0,kukocto01,1997-1998,NBA
Christian Laettner,PF,28,ATL,74,2282,0.485,10.4,0.963,0.355,0.192,0.21,0.207,0.037,0.495,0.595,0.421,0.399,0.49,0.222,0.563,1.0,0.042,26,0.148,0.0,0,0,laettch01,1997-1998,NBA
Andrew Lang,C,31,MIL,57,692,0.378,8.4,0.993,0.252,0.448,0.245,0.049,0.007,0.38,0.611,0.328,0.257,0.286,0.0,0.574,,0.084,10,0.0,,0,0,langan01,1997-1998,NBA
Antonio Lang,SF,25,MIA,6,29,0.6,5.6,1.0,0.6,0.4,0.0,0.0,0.0,0.6,0.667,0.5,,,,0.667,,0.0,0,,,0,0,langan02,1997-1998,NBA
Rusty LaRue,PG,24,CHI,14,140,0.408,18.4,0.673,0.122,0.061,0.082,0.408,0.327,0.485,0.5,1.0,0.25,0.45,0.25,0.625,0.5,0.0,0,0.063,0.0,0,0,larueru01,1997-1998,NBA
Priest Lauderdale,C,24,DEN,39,345,0.417,7.2,1.0,0.291,0.465,0.213,0.031,0.0,0.417,0.757,0.305,0.222,0.25,,0.491,,0.157,20,,,0,0,laudepr01,1997-1998,NBA
Jason Lawson,C,23,ORL,17,80,0.6,5.8,1.0,0.667,0.267,0.0,0.067,0.0,0.6,0.7,0.5,,0.0,,0.667,,0.2,3,,,0,0,lawsoja01,1997-1998,NBA
Tim Legler,SG,31,WAS,8,76,0.158,15.3,0.684,0.053,0.105,0.368,0.158,0.316,0.231,0.0,0.0,0.143,0.667,0.0,1.0,,0.0,0,0.5,0.0,0,0,legleti01,1997-1998,NBA
Voshon Lenard,SG,24,MIA,81,2621,0.425,17.9,0.557,0.152,0.066,0.093,0.247,0.443,0.441,0.6,0.196,0.38,0.431,0.405,0.624,0.961,0.002,2,0.384,0.414,0,0,lenarvo01,1997-1998,NBA
Alton Lister,C,39,POR,7,44,0.375,11.4,1.0,0.125,0.375,0.25,0.25,0.0,0.375,0.0,0.333,0.0,1.0,,0.333,,0.0,0,,,0,0,listeal01,1997-1998,NBA
Randy Livingston,PG,22,ATL,12,82,0.25,9.7,1.0,0.583,0.167,0.083,0.167,0.0,0.25,0.143,1.0,0.0,0.0,,0.667,,0.0,0,,,0,0,livinra01,1997-1998,NBA
Horacio Llamas,C,24,PHO,8,42,0.381,10.2,0.857,0.238,0.381,0.19,0.048,0.143,0.389,0.6,0.25,0.25,1.0,0.333,0.571,0.0,0.0,0,0.0,,0,0,llamaho01,1997-1998,NBA
Brad Lohaus,PF,33,SAS,9,102,0.333,22.3,0.333,0.0,0.0,0.0,0.333,0.667,0.429,,,,0.429,0.286,0.667,1.0,0.0,0,0.071,1.0,0,0,lohaubr01,1997-1998,NBA
Grant Long,PF,31,DET,40,739,0.427,10.9,0.966,0.376,0.145,0.222,0.222,0.034,0.442,0.614,0.353,0.192,0.462,0.0,0.88,,0.085,10,0.0,,0,0,longgr01,1997-1998,NBA
Luc Longley,C,29,CHI,58,1703,0.455,9.4,1.0,0.346,0.255,0.238,0.161,0.0,0.455,0.597,0.342,0.393,0.418,,0.726,,0.074,39,,,0,0,longllu01,1997-1998,NBA
George Lynch,SF,27,VAN,82,1493,0.481,10.2,0.942,0.37,0.165,0.194,0.213,0.058,0.492,0.618,0.353,0.38,0.482,0.3,0.657,0.778,0.029,14,0.267,0.5,2,0,lynchge01,1997-1998,NBA
Sam Mack,SF,27,VAN,57,1414,0.397,17.6,0.519,0.15,0.077,0.098,0.193,0.481,0.386,0.643,0.302,0.236,0.296,0.409,0.616,0.936,0.009,5,0.29,0.577,0,0,macksa01,1997-1998,NBA
Don MacLean,SF,28,NJN,9,42,0.1,17.6,0.8,0.0,0.0,0.3,0.5,0.2,0.0,,,0.0,0.0,0.5,,1.0,0.0,0,1.0,0.5,0,0,macledo01,1997-1998,NBA
Gerald Madkins,SG,28,GSW,19,243,0.382,20.5,0.559,0.059,0.059,0.059,0.382,0.441,0.368,0.5,0.5,0.0,0.385,0.4,0.286,0.667,0.0,0,0.133,0.5,0,0,madkige01,1997-1998,NBA
Rick Mahorn,C,39,DET,59,707,0.457,8.5,1.0,0.411,0.24,0.302,0.047,0.0,0.457,0.566,0.387,0.385,0.333,,0.695,,0.039,4,,,0,0,mahorri01,1997-1998,NBA
Dan Majerle,SG,32,MIA,72,1928,0.419,19.2,0.328,0.214,0.046,0.023,0.046,0.672,0.507,0.638,0.35,0.4,0.1,0.376,0.685,0.901,0.021,8,0.217,0.422,0,0,majerda01,1997-1998,NBA
Karl Malone*,PF,34,UTA,81,3030,0.53,11.3,0.996,0.344,0.101,0.212,0.338,0.004,0.531,0.657,0.389,0.397,0.528,0.333,0.779,0.5,0.034,50,0.167,0.0,0,0,malonka01,1997-1998,NBA
Matt Maloney,PG,26,HOU,78,2217,0.408,19.2,0.41,0.188,0.031,0.044,0.147,0.59,0.471,0.6,0.222,0.308,0.407,0.364,0.416,0.802,0.0,0,0.116,0.3,0,0,malonma01,1997-1998,NBA
Danny Manning,PF,31,PHO,70,1794,0.516,9.8,0.991,0.304,0.249,0.253,0.185,0.009,0.521,0.691,0.463,0.403,0.479,0.0,0.669,,0.011,8,0.143,0.0,1,0,mannida01,1997-1998,NBA
Stephon Marbury,PG,20,MIN,82,3112,0.415,13.8,0.754,0.399,0.112,0.086,0.156,0.246,0.448,0.508,0.331,0.421,0.394,0.313,0.292,0.495,0.007,7,0.115,0.371,7,0,marbust01,1997-1998,NBA
Donyell Marshall,SF,24,GSW,73,2611,0.414,12.9,0.816,0.261,0.186,0.123,0.246,0.184,0.436,0.701,0.33,0.246,0.332,0.313,0.608,0.952,0.072,77,0.244,0.286,0,0,marshdo01,1997-1998,NBA
Darrick Martin,PG,26,LAC,82,2299,0.377,16.4,0.599,0.271,0.114,0.078,0.136,0.401,0.384,0.515,0.277,0.263,0.283,0.365,0.089,0.533,0.0,0,0.048,0.286,1,0,martida01,1997-1998,NBA
Jamal Mashburn,SF,25,MIA,48,1729,0.435,12.6,0.789,0.258,0.231,0.133,0.166,0.211,0.47,0.604,0.368,0.403,0.458,0.303,0.523,0.973,0.019,11,0.352,0.326,0,0,mashbja01,1997-1998,NBA
Anthony Mason,PF,31,CHH,81,3148,0.509,7.5,0.995,0.47,0.283,0.213,0.029,0.005,0.512,0.63,0.389,0.411,0.545,0.0,0.478,,0.039,29,0.25,0.0,1,0,masonan01,1997-1998,NBA
Tony Massenburg,C,30,VAN,61,894,0.479,7.0,1.0,0.333,0.417,0.181,0.068,0.0,0.479,0.67,0.403,0.304,0.476,,0.601,,0.123,35,,,0,0,masseto01,1997-1998,NBA
Vernon Maxwell,SG,32,TOT,42,636,0.399,16.8,0.566,0.252,0.066,0.078,0.171,0.434,0.452,0.692,0.235,0.25,0.273,0.33,0.621,0.892,0.004,1,0.143,0.375,0,0,maxweve01,1997-1998,NBA
Vernon Maxwell,SG,32,ORL,11,169,0.333,15.9,0.667,0.295,0.077,0.09,0.205,0.333,0.385,0.609,0.333,0.143,0.188,0.231,0.55,1.0,0.013,1,0.192,0.2,0,0,maxweve01,1997-1998,NBA
Vernon Maxwell,SG,32,CHH,31,467,0.428,17.2,0.522,0.233,0.061,0.072,0.156,0.478,0.489,0.738,0.182,0.308,0.321,0.36,0.652,0.871,0.0,0,0.128,0.455,0,0,maxweve01,1997-1998,NBA
Lee Mayberry,PG,27,VAN,79,1835,0.375,17.7,0.484,0.169,0.16,0.052,0.103,0.516,0.402,0.492,0.357,0.278,0.389,0.35,0.25,0.778,0.006,0,0.067,0.25,2,0,maybele01,1997-1998,NBA
Bob McCann,SF,33,TOR,1,5,0.0,16.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,0.0,,,,0.0,0,,,0,0,mccanbo01,1997-1998,NBA
Walter McCarty,SF,23,BOS,82,2340,0.404,13.7,0.76,0.218,0.14,0.197,0.205,0.24,0.434,0.579,0.461,0.292,0.4,0.309,0.61,0.963,0.071,50,0.211,0.297,4,0,mccarwa01,1997-1998,NBA
George McCloud,SF,30,PHO,63,1213,0.405,18.2,0.513,0.159,0.052,0.087,0.215,0.487,0.466,0.603,0.409,0.351,0.424,0.341,0.706,0.944,0.012,4,0.279,0.362,0,0,mccloge01,1997-1998,NBA
Xavier McDaniel,SF,34,NJN,20,180,0.333,10.7,1.0,0.233,0.133,0.467,0.167,0.0,0.333,0.714,0.25,0.214,0.2,,0.7,,0.0,0,,,0,0,mcdanxa01,1997-1998,NBA
Michael McDonald,C,28,CHH,1,4,,,,,,,,,,,,,,,,,,0,,,0,0,mcdonmi01,1997-1998,NBA
Antonio McDyess,PF,23,PHO,81,2441,0.536,8.7,0.998,0.448,0.179,0.217,0.154,0.002,0.537,0.735,0.301,0.378,0.462,0.0,0.785,,0.241,202,0.0,,1,0,mcdyean01,1997-1998,NBA
Tracy McGrady*,SF,18,TOR,64,1179,0.45,10.9,0.897,0.379,0.188,0.168,0.161,0.103,0.462,0.616,0.4,0.313,0.328,0.341,0.558,0.643,0.146,55,0.244,0.5,0,0,mcgratr01,1997-1998,NBA
Jim McIlvaine,C,25,SEA,78,1211,0.453,8.9,0.987,0.399,0.233,0.224,0.13,0.013,0.459,0.64,0.308,0.4,0.276,0.0,0.683,,0.103,21,0.0,,0,0,mcilvji01,1997-1998,NBA
Derrick McKey,SF,31,IND,57,1316,0.459,10.7,0.948,0.211,0.3,0.202,0.235,0.052,0.471,0.681,0.439,0.288,0.481,0.235,0.664,1.0,0.021,7,0.176,0.0,0,0,mckeyde01,1997-1998,NBA
Aaron McKie,SG-SF,25,TOT,81,1813,0.365,14.9,0.835,0.218,0.097,0.168,0.352,0.165,0.399,0.53,0.324,0.281,0.396,0.19,0.717,0.917,0.021,8,0.222,0.357,1,0,mckieaa01,1997-1998,NBA
Aaron McKie,SF,25,DET,24,472,0.413,14.0,0.837,0.279,0.125,0.135,0.298,0.163,0.46,0.552,0.462,0.214,0.484,0.176,0.775,1.0,0.019,2,0.235,0.25,1,0,mckieaa01,1997-1998,NBA
Aaron McKie,SG,25,PHI,57,1341,0.347,15.2,0.834,0.195,0.087,0.181,0.372,0.166,0.377,0.519,0.25,0.3,0.369,0.196,0.69,0.889,0.022,6,0.217,0.4,0,0,mckieaa01,1997-1998,NBA
Nate McMillan,SG,33,SEA,18,279,0.343,19.3,0.493,0.164,0.06,0.015,0.254,0.507,0.242,0.364,0.25,0.0,0.176,0.441,0.625,0.867,0.0,0,0.059,1.0,0,0,mcmilna01,1997-1998,NBA
Ron Mercer,SG,21,BOS,80,2662,0.45,12.7,0.976,0.227,0.136,0.157,0.455,0.024,0.458,0.596,0.34,0.339,0.466,0.107,0.695,0.333,0.052,59,0.107,0.0,1,0,mercero01,1997-1998,NBA
Marko Milič,SF,20,PHO,33,163,0.609,8.1,0.906,0.563,0.156,0.141,0.047,0.094,0.621,0.778,0.5,0.222,0.333,0.5,0.583,1.0,0.125,7,0.167,0.0,0,0,milicma01,1997-1998,NBA
Anthony Miller,PF,26,ATL,37,228,0.558,6.2,1.0,0.692,0.269,0.0,0.038,0.0,0.558,0.611,0.429,,0.5,,0.448,,0.173,9,,,0,0,millean01,1997-1998,NBA
Oliver Miller,C,27,TOR,64,1628,0.461,8.9,0.989,0.453,0.271,0.1,0.165,0.011,0.466,0.653,0.27,0.27,0.393,0.0,0.688,,0.051,18,0.0,,1,0,milleol01,1997-1998,NBA
Reggie Miller*,SG,32,IND,81,2795,0.477,17.9,0.647,0.133,0.047,0.12,0.346,0.353,0.504,0.757,0.49,0.362,0.457,0.429,0.648,0.866,0.004,4,0.236,0.411,5,0,millere01,1997-1998,NBA
Chris Mills,SF,28,NYK,80,2183,0.433,13.2,0.797,0.31,0.164,0.101,0.222,0.203,0.468,0.593,0.351,0.382,0.42,0.292,0.647,0.95,0.012,8,0.212,0.517,1,0,millsch01,1997-1998,NBA
Terry Mills,PF,30,MIA,50,782,0.393,17.2,0.607,0.092,0.155,0.126,0.233,0.393,0.448,0.526,0.5,0.308,0.458,0.309,0.554,0.96,0.005,1,0.16,0.077,0,0,millste01,1997-1998,NBA
Greg Minor,SG,26,BOS,69,1126,0.436,12.0,0.903,0.234,0.106,0.371,0.193,0.097,0.462,0.56,0.412,0.437,0.419,0.194,0.694,0.833,0.019,6,0.194,0.0,0,0,minorgr01,1997-1998,NBA
Sam Mitchell,SF,34,MIN,81,2239,0.464,13.7,0.946,0.179,0.149,0.149,0.47,0.054,0.47,0.601,0.37,0.412,0.471,0.349,0.817,1.0,0.009,6,0.465,0.5,0,0,mitchsa01,1997-1998,NBA
Eric Montross,C,26,TOT,48,691,0.424,7.2,1.0,0.319,0.493,0.167,0.021,0.0,0.424,0.717,0.268,0.375,0.0,,0.525,,0.097,14,,,0,0,montrer01,1997-1998,NBA
Eric Montross,C,26,PHI,20,337,0.395,7.3,1.0,0.303,0.434,0.25,0.013,0.0,0.395,0.609,0.273,0.368,0.0,,0.633,,0.092,7,,,0,0,montrer01,1997-1998,NBA
Eric Montross,C,26,DET,28,354,0.456,7.1,1.0,0.338,0.559,0.074,0.029,0.0,0.456,0.826,0.263,0.4,0.0,,0.419,,0.103,7,,,0,0,montrer01,1997-1998,NBA
Chris Morris,SF,32,UTA,54,538,0.411,13.0,0.7,0.367,0.111,0.159,0.063,0.3,0.455,0.553,0.435,0.212,0.538,0.306,0.621,1.0,0.058,11,0.145,0.444,2,0,morrich01,1997-1998,NBA
Lawrence Moten,SG,25,WAS,8,27,0.231,11.1,0.923,0.231,0.308,0.231,0.154,0.077,0.25,0.333,0.5,0.0,0.0,0.0,0.667,,0.0,0,1.0,0.0,0,0,motenla01,1997-1998,NBA
Alonzo Mourning*,C,27,MIA,58,1939,0.551,7.2,1.0,0.425,0.303,0.183,0.09,0.0,0.551,0.756,0.441,0.328,0.409,,0.707,,0.191,135,,,0,0,mournal01,1997-1998,NBA
Chris Mullin*,SF,34,IND,82,2177,0.481,16.3,0.649,0.182,0.065,0.111,0.29,0.351,0.503,0.77,0.222,0.416,0.433,0.44,0.69,0.972,0.001,1,0.243,0.441,0,0,mullich01,1997-1998,NBA
Eric Murdock,PG,29,MIA,82,1395,0.422,12.2,0.783,0.277,0.26,0.179,0.069,0.217,0.454,0.569,0.321,0.453,0.483,0.308,0.409,0.786,0.002,0,0.154,0.214,0,0,murdoer01,1997-1998,NBA
Lamond Murray,SF,24,LAC,79,2579,0.481,12.2,0.845,0.319,0.152,0.124,0.249,0.155,0.504,0.761,0.307,0.377,0.359,0.353,0.465,0.944,0.127,122,0.32,0.306,1,0,murrala01,1997-1998,NBA
Tracy Murray,SF,26,WAS,82,2227,0.446,17.1,0.6,0.118,0.097,0.136,0.248,0.4,0.482,0.647,0.367,0.431,0.476,0.392,0.732,0.937,0.04,37,0.367,0.405,0,0,murratr01,1997-1998,NBA
Dikembe Mutombo*,C,31,ATL,82,2917,0.537,6.0,1.0,0.44,0.448,0.109,0.003,0.0,0.537,0.679,0.453,0.321,0.0,,0.424,,0.205,141,,,0,0,mutomdi01,1997-1998,NBA
Martin Müürsepp,PF,23,DAL,41,603,0.435,12.2,0.801,0.382,0.141,0.11,0.168,0.199,0.438,0.644,0.222,0.19,0.313,0.421,0.373,0.938,0.042,8,0.342,0.231,1,0,muursma01,1997-1998,NBA
Pete Myers,SG,34,NYK,9,40,0.5,10.6,1.0,0.4,0.2,0.1,0.3,0.0,0.5,0.5,1.0,0.0,0.333,,0.2,,0.0,0,,,0,0,myerspe01,1997-1998,NBA
Steve Nash*,PG,23,PHO,76,1664,0.459,17.0,0.666,0.137,0.072,0.168,0.289,0.334,0.481,0.575,0.476,0.347,0.515,0.415,0.508,0.79,0.0,0,0.185,0.444,0,0,nashst01,1997-1998,NBA
Ivano Newbill,PF,27,VAN,28,249,0.351,6.7,0.982,0.439,0.316,0.193,0.035,0.018,0.339,0.52,0.278,0.091,0.0,1.0,0.632,1.0,0.053,3,0.0,,0,0,newbiiv01,1997-1998,NBA
Johnny Newman,SF,34,DEN,74,2176,0.431,13.5,0.869,0.33,0.101,0.111,0.325,0.131,0.444,0.61,0.272,0.236,0.4,0.343,0.562,0.889,0.056,42,0.181,0.474,1,0,newmajo01,1997-1998,NBA
Jeff Nordgaard,PF,24,MIL,13,48,0.278,12.9,1.0,0.167,0.111,0.389,0.333,0.0,0.278,0.667,1.0,0.143,0.0,,0.6,,0.056,1,,,0,0,nordgje01,1997-1998,NBA
Charles O'Bannon,SG,22,DET,30,234,0.377,10.8,0.957,0.449,0.188,0.145,0.174,0.043,0.394,0.516,0.385,0.1,0.333,0.0,0.654,,0.072,5,0.0,,0,0,obannch01,1997-1998,NBA
Jermaine O'Neal,PF,19,POR,60,808,0.485,6.7,0.991,0.498,0.355,0.117,0.022,0.009,0.489,0.67,0.341,0.222,0.2,0.0,0.536,,0.203,42,0.0,,0,0,onealje01,1997-1998,NBA
Shaquille O'Neal*,C,25,LAL,60,2175,0.584,5.5,1.0,0.501,0.403,0.091,0.005,0.0,0.584,0.741,0.442,0.365,0.333,,0.707,,0.213,232,,,0,0,onealsh01,1997-1998,NBA
Charles Oakley,PF,34,NYK,79,2734,0.44,14.0,0.991,0.178,0.09,0.208,0.516,0.009,0.444,0.54,0.349,0.366,0.458,0.0,0.837,,0.003,0,0.5,0.0,0,0,oaklech01,1997-1998,NBA
Hakeem Olajuwon*,C,35,HOU,47,1633,0.483,9.7,0.995,0.262,0.292,0.295,0.145,0.005,0.486,0.608,0.503,0.385,0.435,0.0,0.699,,0.047,28,0.0,,0,0,olajuha01,1997-1998,NBA
Brian Oliver,SG,29,ATL,5,61,0.368,7.8,1.0,0.421,0.158,0.211,0.211,0.0,0.368,0.5,0.333,0.25,0.25,,0.571,,0.0,0,,,0,0,olivebr01,1997-1998,NBA
