Player,Debut,Age,Yrs,G,MP,FG,FGA,3P,3PA,FT,FTA,ORB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,3P%,FT%,PER GAME MP,PER GAME  PTS,PER GAME TRB,PER GAME AST,PER GAME STL,PER GAME BLK,Player Reference,League,Season
Kevin Joyce,197311020INA,22,1,56,987,171,432,5,27,64,78,33,92,128,32,8,80,86,411,.396,.185,.821,17.6,7.3,1.6,2.3,0.6,0.1,joyceke01,ABA,1973-1974
George Karl*,197310130INA,22,1,74,1339,236,502,8,22,94,113,41,126,160,65,10,92,161,574,.470,.364,.832,18.1,7.8,1.7,2.2,0.9,0.1,karlge01,ABA,1973-1974
Larry Kenon,197310100INA,21,1,84,2908,589,1274,0,1,156,222,375,962,112,79,19,250,251,1334,.462,.000,.703,34.6,15.9,11.5,1.3,0.9,0.2,kenonla01,ABA,1973-1974
Ron King,197310120KEN,22,1,9,126,24,70,2,6,14,17,8,19,14,5,2,7,14,64,.343,.333,.824,14.0,7.1,2.1,1.6,0.6,0.2,kingro01,ABA,1973-1974
Bo Lamar,197310100SAA,22,1,84,2824,686,1726,69,247,272,350,105,292,288,129,13,183,155,1713,.397,.279,.777,33.6,20.4,3.5,3.4,1.5,0.2,lamarbo01,ABA,1973-1974
Mo Layton,197312260MMT,25,1,3,65,8,17,0,0,3,3,1,4,7,0,1,7,4,19,.471,,1.000,21.7,6.3,1.3,2.3,0.0,0.3,laytomo01,ABA,1973-1974
Pat McFarland,197310110DNR,22,1,67,757,159,359,8,24,35,52,60,134,64,23,6,41,69,361,.443,.333,.673,11.3,5.4,2.0,1.0,0.3,0.1,mcfarpa01,ABA,1973-1974
Swen Nater,197310110VIR,24,1,79,2375,467,846,0,1,180,254,286,998,129,32,63,200,214,1114,.552,.000,.709,30.1,14.1,12.6,1.6,0.4,0.8,natersw01,ABA,1973-1974
Jim O'Brien,197402030NYA,22,1,11,54,15,37,0,4,9,15,13,17,6,3,3,8,5,39,.405,.000,.600,4.9,3.5,1.5,0.5,0.3,0.3,obrieji02,ABA,1973-1974
Barry Parkhill,197310110VIR,22,1,60,869,115,310,3,16,50,61,13,65,96,28,12,80,151,283,.371,.188,.820,14.5,4.7,1.1,1.6,0.5,0.2,parkhba01,ABA,1973-1974
Jerry Pender,197310100SAA,23,1,11,68,8,30,1,3,10,13,3,5,4,6,0,9,11,27,.267,.333,.769,6.2,2.5,0.5,0.4,0.5,0.0,pendeje01,ABA,1973-1974
Joe Reaves,197312040MMT,23,1,12,172,30,70,0,0,4,6,17,46,6,2,7,17,23,64,.429,,.667,14.3,5.3,3.8,0.5,0.2,0.6,reavejo01,ABA,1973-1974
Rich Rinaldi,197311280NYA,24,1,5,28,4,14,0,1,4,4,5,5,1,2,0,1,3,12,.286,.000,1.000,5.6,2.4,1.0,0.2,0.4,0.0,rinalri01,ABA,1973-1974
Flynn Robinson,197311210SDA,32,1,49,779,185,405,8,30,52,68,28,78,112,23,2,50,72,430,.457,.267,.765,15.9,8.8,1.6,2.3,0.5,0.0,robinfl01,ABA,1973-1974
Ronnie Robinson,197310100UTS,22,1,62,1170,174,394,0,1,49,73,103,281,49,20,9,68,123,397,.442,.000,.671,18.9,6.4,4.5,0.8,0.3,0.1,robinro01,ABA,1973-1974
Wil Robinson,197312190MMT,24,1,45,956,166,402,0,6,57,67,28,79,132,51,9,92,124,389,.413,.000,.851,21.2,8.6,1.8,2.9,1.1,0.2,robinwi01,ABA,1973-1974
Billy Schaeffer,197310210NYA,22,1,59,871,171,344,2,9,41,54,49,141,37,24,9,53,140,385,.497,.222,.759,14.8,6.5,2.4,0.6,0.4,0.2,schaebi01,ABA,1973-1974
Bruce Seals,197310100UTS,20,1,78,1358,229,605,19,90,68,108,100,279,54,57,57,81,199,545,.379,.211,.630,17.4,7.0,3.6,0.7,0.7,0.7,sealsbr01,ABA,1973-1974
Paul Stovall,197310230SDA,25,1,13,194,36,73,0,0,28,44,21,58,12,4,6,21,32,100,.493,,.636,14.9,7.7,4.5,0.9,0.3,0.5,stovapa01,ABA,1973-1974
Chuck Terry,197311140SAA,23,1,61,1093,132,294,1,2,36,41,67,166,72,18,5,33,139,301,.449,.500,.878,17.9,4.9,2.7,1.2,0.3,0.1,terrych01,ABA,1973-1974
John Williamson,197310210NYA,22,1,77,2264,482,982,2,11,150,190,68,213,243,86,27,208,254,1116,.491,.182,.789,29.4,14.5,2.8,3.2,1.1,0.4,willijo01,ABA,1973-1974
Joby Wright,197310100UTS,23,1,3,31,5,16,0,0,2,2,9,14,0,0,1,4,7,12,.313,,1.000,10.3,4.0,4.7,0.0,0.0,0.3,wrighjo01,ABA,1973-1974
Mike Bantom,197310100PHO,22,1,76,1982,314,787,,,141,213,172,519,163,50,47,,289,769,.399,,.662,26.1,10.1,6.8,2.1,0.7,0.6,bantomi01,NBA,1973-1974
Ron Behagen,197310100KCO,23,1,80,2059,357,827,,,162,212,188,567,134,56,37,,291,876,.432,,.764,25.7,11.0,7.1,1.7,0.7,0.5,behagro01,NBA,1973-1974
Dennis Bell,197310130NYK,22,1,1,4,0,1,,,0,0,0,0,0,0,0,,0,0,.000,,,4.0,0.0,0.0,0.0,0.0,0.0,bellde01,NBA,1973-1974
Jim Brewer,197310120CLE,22,1,82,1862,210,548,,,80,123,207,524,149,46,35,,192,500,.383,,.650,22.7,6.1,6.4,1.8,0.6,0.4,breweji01,NBA,1973-1974
Allan Bristow,197310130PHI,22,1,55,643,108,270,,,42,57,68,167,92,29,1,,68,258,.400,,.737,11.7,4.7,3.0,1.7,0.5,0.0,bristal01,NBA,1973-1974
John Brown,197310090ATL,22,1,77,1715,277,632,,,163,217,177,441,114,29,16,,239,717,.438,,.751,22.3,9.3,5.7,1.5,0.4,0.2,brownjo01,NBA,1973-1974
Larry Cannon,197402200HOU,26,1,19,335,49,127,,,19,28,16,36,52,7,4,,48,117,.386,,.679,17.6,6.2,1.9,2.7,0.4,0.2,cannola01,NBA,1973-1974
Bill Chamberlain,197401270PHO,24,1,28,367,57,130,,,39,56,33,80,37,20,12,,74,153,.438,,.696,13.1,5.5,2.9,1.3,0.7,0.4,chambbi01,NBA,1973-1974
Ken Charles,197310090BUF,22,1,59,693,88,185,,,53,79,25,65,54,31,10,,91,229,.476,,.671,11.7,3.9,1.1,0.9,0.5,0.2,charlke01,NBA,1973-1974
E.C. Coleman,197310100PHI,23,1,58,1075,128,250,,,47,74,81,252,76,37,20,,162,303,.512,,.635,18.5,5.2,4.3,1.3,0.6,0.3,colemec01,NBA,1973-1974
Doug Collins,197310100PHI,22,1,25,436,72,194,,,55,72,7,46,40,13,2,,65,199,.371,,.764,17.4,8.0,1.8,1.6,0.5,0.1,collido01,NBA,1973-1974
Mike D'Antoni,197310100KCO,22,1,52,989,107,266,,,33,47,24,93,123,75,15,,112,247,.402,,.702,19.0,4.8,1.8,2.4,1.4,0.3,dantomi01,NBA,1973-1974
Mel Davis,197310160NYK,23,1,30,167,33,95,,,12,16,17,54,8,3,4,,36,78,.347,,.750,5.6,2.6,1.8,0.3,0.1,0.1,davisme01,NBA,1973-1974
Derrek Dickey,197310230GSW,22,1,66,930,115,233,,,51,66,123,339,54,17,15,,112,281,.494,,.773,14.1,4.3,5.1,0.8,0.3,0.2,dickede01,NBA,1973-1974
Ernie DiGregorio,197310090BUF,23,1,81,2910,530,1260,,,174,193,48,219,663,59,9,,242,1234,.421,,.902,35.9,15.2,2.7,8.2,0.7,0.1,digreer01,NBA,1973-1974
Steve Downing,197310190BOS,23,1,24,137,21,64,,,22,38,14,39,11,5,0,,33,64,.328,,.579,5.7,2.7,1.6,0.5,0.2,0.0,downist01,NBA,1973-1974
Rod Freeman,197310100PHI,23,1,35,265,39,103,,,28,41,22,54,14,12,1,,42,106,.379,,.683,7.6,3.0,1.5,0.4,0.3,0.0,freemro01,NBA,1973-1974
Bernie Fryer,197310130POR,24,1,80,1674,226,491,,,107,135,60,159,279,92,10,,187,559,.460,,.793,20.9,7.0,2.0,3.5,1.2,0.1,fryerbe01,NBA,1973-1974
Jim Garvin,197310160NYK,23,1,6,11,1,4,,,0,0,1,5,0,0,0,,1,2,.250,,,1.8,0.3,0.8,0.0,0.0,0.0,garviji01,NBA,1973-1974
Phil Hankinson,197310190BOS,22,1,28,163,50,103,,,10,13,22,50,4,3,1,,18,110,.485,,.769,5.8,3.9,1.8,0.1,0.1,0.0,hankiph01,NBA,1973-1974
Nate Hawthorne,197310090CHI,24,1,33,229,38,93,,,30,48,16,32,23,9,6,,33,106,.409,,.625,6.9,3.2,1.0,0.7,0.3,0.2,hawthna01,NBA,1973-1974
Tom Ingelsby,197310090ATL,22,1,48,398,50,131,,,29,37,10,44,37,19,4,,43,129,.382,,.784,8.3,2.7,0.9,0.8,0.4,0.1,ingelto01,NBA,1973-1974
Dwight Jones,197310090ATL,21,1,74,1448,238,502,,,116,156,145,454,86,29,64,,197,592,.474,,.744,19.6,8.0,6.1,1.2,0.4,0.9,jonesdw01,NBA,1973-1974
Ben Kelso,197310120DET,24,1,46,298,35,96,,,15,22,15,31,18,12,1,,45,85,.365,,.682,6.5,1.8,0.7,0.4,0.3,0.0,kelsobe01,NBA,1973-1974
Tom Kozelko,197310130POR,22,1,49,573,59,133,,,23,32,52,124,25,21,7,,82,141,.444,,.719,11.7,2.9,2.5,0.5,0.4,0.1,kozelto01,NBA,1973-1974
Kevin Kunnert,197310090BUF,22,1,64,701,105,215,,,21,33,83,217,43,10,54,,151,231,.488,,.636,11.0,3.6,3.4,0.7,0.2,0.8,kunneke01,NBA,1973-1974
Mike Macaluso,197310130BUF,22,1,30,112,19,44,,,10,17,10,25,3,7,1,,31,48,.432,,.588,3.7,1.6,0.8,0.1,0.2,0.0,macalmi01,NBA,1973-1974
Ted Manakas,197311170KCO,22,1,5,45,4,10,,,4,4,0,3,2,1,0,,4,12,.400,,1.000,9.0,2.4,0.6,0.4,0.2,0.0,manakte01,NBA,1973-1974
Vester Marshall,197312300SEA,25,1,13,174,7,29,,,3,7,14,37,4,4,3,,20,17,.241,,.429,13.4,1.3,2.8,0.3,0.3,0.2,marshve01,NBA,1973-1974
Allie McGuire,197310160NYK,22,1,2,10,2,4,,,0,0,0,2,1,0,0,,2,4,.500,,,5.0,2.0,1.0,0.5,0.0,0.0,mcguial02,NBA,1973-1974
Larry McNeill,197310130ATL,23,1,54,516,106,220,,,99,140,60,146,24,35,6,,76,311,.482,,.707,9.6,5.8,2.7,0.4,0.6,0.1,mcneila01,NBA,1973-1974
Gary Melchionni,197310100PHO,23,1,69,1251,202,439,,,92,107,46,142,142,41,9,,85,496,.460,,.860,18.1,7.2,2.1,2.1,0.6,0.1,melchga01,NBA,1973-1974
Louie Nelson,197310090ATL,22,1,49,556,93,215,,,53,73,26,70,52,31,2,,62,239,.433,,.726,11.3,4.9,1.4,1.1,0.6,0.0,nelsolo01,NBA,1973-1974
Jim Owens,197310140PHO,23,1,17,101,21,39,,,11,14,1,9,15,5,0,,6,53,.538,,.786,5.9,3.1,0.5,0.9,0.3,0.0,owensji01,NBA,1973-1974
Ed Ratleff,197310090BUF,23,1,81,1773,254,585,,,103,129,93,286,181,90,27,,182,611,.434,,.798,21.9,7.5,3.5,2.2,1.1,0.3,ratleed01,NBA,1973-1974
Joe Reaves,197310120PHO,23,1,7,38,6,11,,,4,11,2,8,1,0,2,,6,16,.545,,.364,5.4,2.3,1.1,0.1,0.0,0.3,reavejo01,NBA,1973-1974
Mark Sibley,197311170HOU,23,1,28,124,20,56,,,6,7,9,25,13,4,1,,23,46,.357,,.857,4.4,1.6,0.9,0.5,0.1,0.0,siblema01,NBA,1973-1974
Bob Verga,197312270GSW,28,1,21,216,42,93,,,20,32,11,18,17,12,0,,22,104,.452,,.625,10.3,5.0,0.9,0.8,0.6,0.0,vergabo01,NBA,1973-1974
Kermit Washington,197310090CHI,22,1,45,400,73,151,,,26,49,62,147,19,21,18,,77,172,.483,,.531,8.9,3.8,3.3,0.4,0.5,0.4,washike01,NBA,1973-1974
Slick Watts,197310170SEA,22,1,62,1424,198,510,,,100,155,72,182,351,115,13,,207,496,.388,,.645,23.0,8.0,2.9,5.7,1.9,0.2,wattssl01,NBA,1973-1974
Nick Weatherspoon,197310090ATL,23,1,65,1216,199,483,,,96,139,133,397,38,48,16,,179,494,.412,,.691,18.7,7.6,6.1,0.6,0.7,0.2,weathni01,NBA,1973-1974
Luke Witte,197310260BUF,23,1,57,728,105,243,,,46,62,80,227,41,8,22,,91,256,.432,,.742,12.8,4.5,4.0,0.7,0.1,0.4,wittelu01,NBA,1973-1974
George Adams,197211010MMT,23,1,60,865,153,312,2,7,65,83,75,205,64,,,67,97,373,.490,.286,.783,14.4,6.2,3.4,1.1,,,adamsge01,ABA,1972-1973
Henry Bacon,197210130SDA,24,1,47,425,60,164,2,10,44,73,40,82,38,,,64,72,166,.366,.200,.603,9.0,3.5,1.7,0.8,,,baconhe01,ABA,1972-1973
Mike Barr,197210120VIR,22,1,79,2076,289,612,1,4,141,188,76,227,254,,,185,220,720,.472,.250,.750,26.3,9.1,2.9,3.2,,,barrmi01,ABA,1972-1973
Roger Brown,197211030CAR,22,1,62,579,59,129,0,0,28,51,62,178,25,,,46,120,146,.457,,.549,9.3,2.4,2.9,0.4,,,brownro02,ABA,1972-1973
George Bruns,197302280NYA,26,1,13,236,31,66,2,4,22,27,1,8,36,,,20,26,86,.470,.500,.815,18.2,6.6,0.6,2.8,,,brunsge01,ABA,1972-1973
Don Buse,197210120MMT,22,1,77,1484,163,360,5,24,82,109,96,210,223,,,66,143,413,.453,.208,.752,19.3,5.4,2.7,2.9,,,busedo01,ABA,1972-1973
David Bustion,197210130SDA,23,1,47,355,58,133,0,0,42,59,39,101,21,,,54,82,158,.436,,.712,7.6,3.4,2.1,0.4,,,bustida01,ABA,1972-1973
Sam Cash,197210120MMT,22,1,7,52,4,18,0,0,12,17,11,19,0,5,3,16,11,20,.222,,.706,7.4,2.9,2.7,0.0,0.7,0.4,cashsa01,ABA,1972-1973
Bill Chamberlain,197210130NYA,23,1,50,665,112,282,2,8,36,59,61,118,76,,,58,98,262,.397,.250,.610,13.3,5.2,2.4,1.5,,,chambbi01,ABA,1972-1973
Jerry Chambers,197210130SDA,29,1,43,885,199,468,2,10,112,130,83,190,46,,,55,102,512,.425,.200,.862,20.6,11.9,4.4,1.1,,,chambje01,ABA,1972-1973
Jim Chones,197210130NYA,23,1,82,2153,395,769,0,1,142,240,143,586,95,,,213,291,932,.514,.000,.592,26.3,11.4,7.1,1.2,,,choneji01,ABA,1972-1973
Billy Cunningham*,197210120VIR,29,1,84,3248,771,1583,14,49,472,598,240,1012,530,216,,381,309,2028,.487,.286,.789,38.7,24.1,12.0,6.3,2.6,,cunnibi01,ABA,1972-1973
Mike Davis,197212260UTS,26,1,38,553,93,222,6,23,62,87,21,41,47,,,36,87,254,.419,.261,.713,14.6,6.7,1.1,1.2,,,davismi01,ABA,1972-1973
Bob Ford,197210120MMT,23,1,9,74,5,17,0,0,4,5,2,12,4,,,4,8,14,.294,,.800,8.2,1.6,1.3,0.4,,,fordbo01,ABA,1972-1973
Bill Franklin,197210120VIR,23,1,73,990,218,524,2,7,107,179,123,289,50,,,123,157,545,.416,.286,.598,13.6,7.5,4.0,0.7,,,frankwi01,ABA,1972-1973
George Gervin*,197301260VIR,20,1,30,689,161,341,6,26,96,118,34,128,34,,,54,72,424,.472,.231,.814,23.0,14.1,4.3,1.1,,,gervige01,ABA,1972-1973
Gary Gregor,197212030NYA,27,1,40,595,99,204,1,1,32,39,40,150,31,,,41,84,231,.485,1.000,.821,14.9,5.8,3.8,0.8,,,gregoga01,ABA,1972-1973
Mike Jackson,197210140UTS,23,1,30,191,36,83,0,0,28,46,24,62,2,,,27,46,100,.434,,.609,6.4,3.3,2.1,0.1,,,jacksmi01,ABA,1972-1973
Gus Johnson*,197212160INA,34,1,50,753,132,299,4,21,31,42,85,245,62,,,70,113,299,.441,.190,.738,15.1,6.0,4.9,1.2,,,johnsgu01,ABA,1972-1973
Bob Lackey,197210130NYA,23,1,68,1185,153,355,2,5,99,167,60,160,136,,,120,170,407,.431,.400,.593,17.4,6.0,2.4,2.0,,,lackebo01,ABA,1972-1973
Brian Mahoney,197212080NYA,24,1,19,181,17,57,0,2,24,40,4,14,12,,,17,35,58,.298,.000,.600,9.5,3.1,0.7,0.6,,,mahonbr01,ABA,1972-1973
Erwin Mueller,197302280KEN,28,1,17,205,17,53,0,0,3,10,17,47,26,,,22,24,37,.321,,.300,12.1,2.2,2.8,1.5,,,mueller01,ABA,1972-1973
Bill Newton,197210200DNR,22,1,24,117,24,56,1,2,9,18,21,47,9,,,10,40,58,.429,.500,.500,4.9,2.4,2.0,0.4,,,newtobi01,ABA,1972-1973
Steve Previs,197210130INA,22,1,30,147,23,60,1,8,8,15,6,14,24,,,13,26,55,.383,.125,.533,4.9,1.8,0.5,0.8,,,previst01,ABA,1972-1973
Luther Rackley,197211080DLC,26,1,57,893,170,344,0,1,78,120,90,287,36,,,50,130,418,.494,.000,.650,15.7,7.3,5.0,0.6,,,rackllu01,ABA,1972-1973
Al Sanders,197210140KEN,23,1,4,25,2,2,0,0,4,6,0,5,0,,,3,4,8,1.000,,.667,6.3,2.0,1.3,0.0,,,sandeal01,ABA,1972-1973
Billy Shepherd,197210120VIR,23,1,16,68,7,35,4,16,9,10,2,5,8,,,8,12,27,.200,.250,.900,4.3,1.7,0.3,0.5,,,shephbi01,ABA,1972-1973
James Silas,197210250KEN,23,1,78,2417,341,679,0,0,389,467,109,336,244,,,192,262,1071,.502,,.833,31.0,13.7,4.3,3.1,,,silasja01,ABA,1972-1973
Garfield Smith,197210200SDA,27,1,71,1055,116,244,0,0,28,93,140,306,39,,,33,197,260,.475,,.301,14.9,3.7,4.3,0.5,,,smithga01,ABA,1972-1973
Pete Smith,197210130SDA,,1,5,32,2,12,0,2,0,0,3,8,1,,,5,5,4,.167,.000,,6.4,0.8,1.6,0.2,,,smithpe01,ABA,1972-1973
Brian Taylor,197210130NYA,21,1,63,2038,395,767,4,25,168,226,77,203,175,,,137,219,962,.515,.160,.743,32.3,15.3,3.2,2.8,,,taylobr01,ABA,1972-1973
Claude Terry,197210120UTS,23,1,68,667,120,285,10,24,74,114,45,75,62,,,69,111,324,.421,.417,.649,9.8,4.8,1.1,0.9,,,terrycl01,ABA,1972-1973
Ron Thomas,197301250INA,22,1,31,369,62,132,0,2,21,41,53,115,23,,,21,73,145,.470,.000,.512,11.9,4.7,3.7,0.7,,,thomaro01,ABA,1972-1973
John Trapp,197302120UTS,27,1,24,342,54,128,0,2,19,32,27,72,20,,,25,76,127,.422,.000,.594,14.3,5.3,3.0,0.8,,,trappjo01,ABA,1972-1973
Ansley Truitt,197210140UTS,22,1,16,86,18,42,0,0,3,9,10,38,2,,,7,9,39,.429,,.333,5.4,2.4,2.4,0.1,,,truitan01,ABA,1972-1973
Dave Twardzik,197210120VIR,22,1,80,1357,141,306,2,9,178,212,45,158,184,,,122,202,462,.461,.222,.840,17.0,5.8,2.0,2.3,,,twardda01,ABA,1972-1973
Claude Virden,197210130NYA,25,1,31,825,130,327,0,2,46,59,49,154,74,,,49,84,306,.398,.000,.780,26.6,9.9,5.0,2.4,,,virdecl01,ABA,1972-1973
Isaiah Wilson,197211030MMT,24,1,30,386,68,159,3,8,51,64,18,39,72,,,41,46,190,.428,.375,.797,12.9,6.3,1.3,2.4,,,wilsois01,ABA,1972-1973
Dennis Wuycik,197210120VIR,22,1,83,973,151,329,0,4,75,108,69,179,79,,,116,165,377,.459,.000,.694,11.7,4.5,2.2,1.0,,,wuycide01,ABA,1972-1973
Henry Bibby,197210100NYK,23,1,55,475,78,205,,,73,86,,82,64,,,,67,229,.380,,.849,8.6,4.2,1.5,1.2,,,bibbyhe01,NBA,1972-1973
Freddie Boyd,197210100CHI,22,1,82,2351,362,923,,,136,200,,210,301,,,,184,860,.392,,.680,28.7,10.5,2.6,3.7,,,boydfr01,NBA,1972-1973
Steve Bracey,197210100BUF,22,1,70,1050,192,395,,,73,110,,107,125,,,,125,457,.486,,.664,15.0,6.5,1.5,1.8,,,bracest01,NBA,1972-1973
John Brisker,197210100NYK,25,1,70,1633,352,809,,,194,236,,319,150,,,,169,898,.435,,.822,23.3,12.8,4.6,2.1,,,briskjo01,NBA,1972-1973
Roger Brown,197210110KCO,22,1,1,5,0,0,,,1,3,,0,0,,,,1,1,,,.333,5.0,1.0,0.0,0.0,,,brownro02,NBA,1972-1973
Corky Calhoun,197210130PHO,22,1,82,2025,211,450,,,71,96,,338,76,,,,214,493,.469,,.740,24.7,6.0,4.1,0.9,,,calhoco01,NBA,1972-1973
Bob Davis,197301040GSW,22,1,9,41,6,28,,,4,6,,5,2,,,,5,16,.214,,.667,4.6,1.8,0.6,0.2,,,davisbo01,NBA,1972-1973
Dwight Davis,197210100CLE,23,1,81,2151,293,748,,,176,222,,563,118,,,,297,762,.392,,.793,26.6,9.4,7.0,1.5,,,davisdw01,NBA,1972-1973
Mickey Davis,197210130PHO,22,1,74,1046,152,347,,,76,92,,226,72,,,,119,380,.438,,.826,14.1,5.1,3.1,1.0,,,davismi02,NBA,1972-1973
Charles Dudley,197302280MIL,22,1,12,99,10,23,,,14,16,,6,16,,,,15,34,.435,,.875,8.3,2.8,0.5,1.3,,,dudlech01,NBA,1972-1973
Scott English,197210150PHO,22,1,29,196,36,93,,,21,29,,44,15,,,,38,93,.387,,.724,6.8,3.2,1.5,0.5,,,englisc01,NBA,1972-1973
Chris Ford,197210130DET,24,1,74,1537,208,434,,,60,93,,266,194,,,,133,476,.479,,.645,20.8,6.4,3.6,2.6,,,fordch01,NBA,1972-1973
Harold Fox,197210140BUF,23,1,10,84,12,32,,,7,8,,8,10,,,,7,31,.375,,.875,8.4,3.1,0.8,1.0,,,foxha01,NBA,1972-1973
Rowland Garrett,197210210HOU,22,1,35,211,52,118,,,21,31,,61,8,,,,29,125,.441,,.677,6.0,3.6,1.7,0.2,,,garrero01,NBA,1972-1973
John Gianelli,197210100NYK,22,1,52,516,79,175,,,23,33,,150,25,,,,72,181,.451,,.697,9.9,3.5,2.9,0.5,,,gianejo01,NBA,1972-1973
Travis Grant,197210110KCO,23,1,33,153,51,116,,,23,26,,52,7,,,,19,125,.440,,.885,4.6,3.8,1.6,0.2,,,granttr01,NBA,1972-1973
Luther Green,197210130PHI,26,1,5,32,0,11,,,3,9,,3,0,,,,3,3,.000,,.333,6.4,0.6,0.6,0.0,,,greenlu01,NBA,1972-1973
Charles Johnson,197210160GSW,23,1,70,887,171,400,,,33,46,,132,118,,,,105,375,.428,,.717,12.7,5.4,1.9,1.7,,,johnsch01,NBA,1972-1973
George Johnson,197210270LAL,24,1,56,349,41,100,,,7,17,,138,8,,,,40,89,.410,,.412,6.2,1.6,2.5,0.1,,,johnsge02,NBA,1972-1973
Ollie Johnson,197210130POR,23,1,78,2138,308,620,,,156,206,,417,200,,,,166,772,.497,,.757,27.4,9.9,5.3,2.6,,,johnsol01,NBA,1972-1973
Manny Leaks,197210100CHI,27,1,82,2530,377,933,,,144,200,,677,95,,,,191,898,.404,,.720,30.9,11.0,8.3,1.2,,,leaksma01,NBA,1972-1973
Russ Lee,197210200MIL,23,1,46,277,49,127,,,32,43,,43,38,,,,36,130,.386,,.744,6.0,2.8,0.9,0.8,,,leeru01,NBA,1972-1973
LaRue Martin,197210130POR,22,1,77,996,145,366,,,50,77,,358,42,,,,162,340,.396,,.649,12.9,4.4,4.6,0.5,,,martila01,NBA,1972-1973
Bob McAdoo*,197210100BUF,21,1,80,2562,585,1293,,,271,350,,728,139,,,,256,1441,.452,,.774,32.0,18.0,9.1,1.7,,,mcadobo01,NBA,1972-1973
Paul McCracken,197302060HOU,22,1,24,305,44,89,,,23,39,,51,17,,,,32,111,.494,,.590,12.7,4.6,2.1,0.7,,,mccrapa01,NBA,1972-1973
Eric McWilliams,197210210HOU,22,1,44,245,34,98,,,18,37,,60,5,,,,46,86,.347,,.486,5.6,2.0,1.4,0.1,,,mcwiler01,NBA,1972-1973
Mark Minor,197210200BOS,22,1,4,20,1,4,,,3,4,,4,2,,,,5,5,.250,,.750,5.0,1.3,1.0,0.5,,,minorma01,NBA,1972-1973
Bob Nash,197210200MIL,22,1,36,169,16,72,,,11,17,,34,16,,,,30,43,.222,,.647,4.7,1.2,0.9,0.4,,,nashbo01,NBA,1972-1973
Lloyd Neal,197210130POR,22,1,82,2723,455,921,,,187,293,,967,146,,,,305,1097,.494,,.638,33.2,13.4,11.8,1.8,,,nealll01,NBA,1972-1973
Tom Patterson,197210130BAL,24,1,23,92,21,49,,,13,16,,22,3,,,,18,55,.429,,.813,4.0,2.4,1.0,0.1,,,patteto01,NBA,1972-1973
Kevin Porter,197210100CLE,22,1,71,1217,205,451,,,62,101,,72,237,,,,206,472,.455,,.614,17.1,6.6,1.0,3.3,,,porteke01,NBA,1972-1973
Jim Price,197210110KCO,23,1,59,828,158,359,,,60,73,,115,97,,,,119,376,.440,,.822,14.0,6.4,1.9,1.6,,,priceji01,NBA,1972-1973
Mike Ratliff,197210110KCO,21,1,58,681,98,235,,,45,84,,194,38,,,,111,241,.417,,.536,11.7,4.2,3.3,0.7,,,ratlimi01,NBA,1972-1973
Tom Riker,197210100NYK,22,1,14,65,10,24,,,15,24,,16,2,,,,15,35,.417,,.625,4.6,2.5,1.1,0.1,,,rikerto01,NBA,1972-1973
Ron Riley,197210110KCO,22,1,74,1634,273,634,,,79,116,,507,76,,,,226,625,.431,,.681,22.1,8.4,6.9,1.0,,,rileyro01,NBA,1972-1973
Frank Russell,197210130DET,23,1,23,131,29,77,,,16,18,,17,15,,,,12,74,.377,,.889,5.7,3.2,0.7,0.7,,,russefr01,NBA,1972-1973
Frank Schade,197211140KCO,23,1,9,76,2,7,,,6,6,,6,10,,,,12,10,.286,,1.000,8.4,1.1,0.7,1.1,,,schadfr01,NBA,1972-1973
Sam Sibert,197212100KCO,23,1,5,26,4,13,,,4,5,,4,0,,,,4,12,.308,,.800,5.2,2.4,0.8,0.0,,,sibersa01,NBA,1972-1973
Bud Stallworth,197210100NYK,23,1,77,1225,198,522,,,86,114,,225,58,,,,138,482,.379,,.754,15.9,6.3,2.9,0.8,,,stallbu01,NBA,1972-1973
Paul Stovall,197210130PHO,24,1,25,211,26,76,,,24,38,,61,13,,,,37,76,.342,,.632,8.4,3.0,2.4,0.5,,,stovapa01,NBA,1972-1973
Chuck Terry,197210130PHO,22,1,67,693,55,162,,,17,24,,145,40,,,,116,127,.340,,.708,10.3,1.9,2.2,0.6,,,terrych01,NBA,1972-1973
Justus Thigpen,197302020DET,25,1,18,99,23,57,,,0,0,,9,8,,,,18,46,.404,,,5.5,2.6,0.5,0.4,,,thigpju01,NBA,1972-1973
John Tschogl,197302270ATL,22,1,10,94,14,40,,,2,4,,21,6,,,,25,30,.350,,.500,9.4,3.0,2.1,0.6,,,tschojo01,NBA,1972-1973
Paul Westphal*,197210110DET,22,1,60,482,89,212,,,67,86,,67,69,,,,88,245,.420,,.779,8.0,4.1,1.1,1.2,,,westppa01,NBA,1972-1973
Harthorne Wingo,197302020BAL,25,1,13,59,9,22,,,2,6,,16,1,,,,9,20,.409,,.333,4.5,1.5,1.2,0.1,,,wingoha01,NBA,1972-1973
Joby Wright,197210200SEA,22,1,77,931,133,278,,,37,89,,218,36,,,,164,303,.478,,.416,12.1,3.9,2.8,0.5,,,wrighjo01,NBA,1972-1973
Willie Allen,197112100KEN,22,1,7,30,4,13,0,0,5,6,4,14,4,,,6,11,13,.308,,.833,4.3,1.9,2.0,0.6,,,allenwi01,ABA,1971-1972
