Game Reference,Series
201004190CLE,Eastern Conference First Round
201004220CHI,Eastern Conference First Round
201004250CHI,Eastern Conference First Round
201004270CLE,Eastern Conference First Round
201004180ORL,Eastern Conference First Round
201004210ORL,Eastern Conference First Round
201004240CHA,Eastern Conference First Round
201004260CHA,Eastern Conference First Round
201004180LAL,Western Conference First Round
201004200LAL,Western Conference First Round
201004220OKC,Western Conference First Round
201004240OKC,Western Conference First Round
201004270LAL,Western Conference First Round
201004300OKC,Western Conference First Round
201004180PHO,Western Conference First Round
201004200PHO,Western Conference First Round
201004220POR,Western Conference First Round
201004240POR,Western Conference First Round
201004260PHO,Western Conference First Round
201004290POR,Western Conference First Round
201004180DAL,Western Conference First Round
201004210DAL,Western Conference First Round
201004230SAS,Western Conference First Round
201004250SAS,Western Conference First Round
201004270DAL,Western Conference First Round
201004290SAS,Western Conference First Round
201004170DEN,Western Conference First Round
201004190DEN,Western Conference First Round
201004230UTA,Western Conference First Round
201004250UTA,Western Conference First Round
201004280DEN,Western Conference First Round
201004300UTA,Western Conference First Round
201105310MIA,Finals
201106020MIA,Finals
201106050DAL,Finals
201106070DAL,Finals
201106090DAL,Finals
201106120MIA,Finals
201105150CHI,Eastern Conference Finals
201105180CHI,Eastern Conference Finals
201105220MIA,Eastern Conference Finals
201105240MIA,Eastern Conference Finals
201105260CHI,Eastern Conference Finals
201105170DAL,Western Conference Finals
201105190DAL,Western Conference Finals
201105210OKC,Western Conference Finals
201105230OKC,Western Conference Finals
201105250DAL,Western Conference Finals
201105020CHI,Eastern Conference Semifinals
201105040CHI,Eastern Conference Semifinals
201105060ATL,Eastern Conference Semifinals
201105080ATL,Eastern Conference Semifinals
201105100CHI,Eastern Conference Semifinals
201105120ATL,Eastern Conference Semifinals
201105010MIA,Eastern Conference Semifinals
201105030MIA,Eastern Conference Semifinals
201105070BOS,Eastern Conference Semifinals
201105090BOS,Eastern Conference Semifinals
201105110MIA,Eastern Conference Semifinals
201105020LAL,Western Conference Semifinals
201105040LAL,Western Conference Semifinals
201105060DAL,Western Conference Semifinals
201105080DAL,Western Conference Semifinals
201105010OKC,Western Conference Semifinals
201105030OKC,Western Conference Semifinals
201105070MEM,Western Conference Semifinals
201105090MEM,Western Conference Semifinals
201105110OKC,Western Conference Semifinals
201105130MEM,Western Conference Semifinals
201105150OKC,Western Conference Semifinals
201104160ORL,Eastern Conference First Round
201104190ORL,Eastern Conference First Round
201104220ATL,Eastern Conference First Round
201104240ATL,Eastern Conference First Round
201104260ORL,Eastern Conference First Round
201104280ATL,Eastern Conference First Round
201104170BOS,Eastern Conference First Round
201104190BOS,Eastern Conference First Round
201104220NYK,Eastern Conference First Round
201104240NYK,Eastern Conference First Round
201104160CHI,Eastern Conference First Round
201104180CHI,Eastern Conference First Round
201104210IND,Eastern Conference First Round
201104230IND,Eastern Conference First Round
201104260CHI,Eastern Conference First Round
201104160MIA,Eastern Conference First Round
201104180MIA,Eastern Conference First Round
201104210PHI,Eastern Conference First Round
201104240PHI,Eastern Conference First Round
201104270MIA,Eastern Conference First Round
201104160DAL,Western Conference First Round
201104190DAL,Western Conference First Round
201104210POR,Western Conference First Round
201104230POR,Western Conference First Round
201104250DAL,Western Conference First Round
201104280POR,Western Conference First Round
201104170LAL,Western Conference First Round
201104200LAL,Western Conference First Round
201104220NOH,Western Conference First Round
201104240NOH,Western Conference First Round
201104260LAL,Western Conference First Round
201104280NOH,Western Conference First Round
201104170SAS,Western Conference First Round
201104200SAS,Western Conference First Round
201104230MEM,Western Conference First Round
201104250MEM,Western Conference First Round
201104270SAS,Western Conference First Round
201104290MEM,Western Conference First Round
201104170OKC,Western Conference First Round
201104200OKC,Western Conference First Round
201104230DEN,Western Conference First Round
201104250DEN,Western Conference First Round
201104270OKC,Western Conference First Round
201206120OKC,Finals
201206140OKC,Finals
201206170MIA,Finals
201206190MIA,Finals
201206210MIA,Finals
201205280MIA,Eastern Conference Finals
201205300MIA,Eastern Conference Finals
201206010BOS,Eastern Conference Finals
201206030BOS,Eastern Conference Finals
201206050MIA,Eastern Conference Finals
201206070BOS,Eastern Conference Finals
201206090MIA,Eastern Conference Finals
201205270SAS,Western Conference Finals
201205290SAS,Western Conference Finals
201205310OKC,Western Conference Finals
201206020OKC,Western Conference Finals
201206040SAS,Western Conference Finals
201206060OKC,Western Conference Finals
201205120BOS,Eastern Conference Semifinals
201205140BOS,Eastern Conference Semifinals
201205160PHI,Eastern Conference Semifinals
201205180PHI,Eastern Conference Semifinals
201205210BOS,Eastern Conference Semifinals
201205230PHI,Eastern Conference Semifinals
201205260BOS,Eastern Conference Semifinals
201205130MIA,Eastern Conference Semifinals
201205150MIA,Eastern Conference Semifinals
201205170IND,Eastern Conference Semifinals
201205200IND,Eastern Conference Semifinals
201205220MIA,Eastern Conference Semifinals
201205240IND,Eastern Conference Semifinals
201205140OKC,Western Conference Semifinals
201205160OKC,Western Conference Semifinals
201205180LAL,Western Conference Semifinals
201205190LAL,Western Conference Semifinals
201205210OKC,Western Conference Semifinals
201205150SAS,Western Conference Semifinals
201205170SAS,Western Conference Semifinals
201205190LAC,Western Conference Semifinals
201205200LAC,Western Conference Semifinals
201204290ATL,Eastern Conference First Round
201205010ATL,Eastern Conference First Round
201205040BOS,Eastern Conference First Round
201205060BOS,Eastern Conference First Round
201205080ATL,Eastern Conference First Round
201205100BOS,Eastern Conference First Round
201204280IND,Eastern Conference First Round
201204300IND,Eastern Conference First Round
201205020ORL,Eastern Conference First Round
201205050ORL,Eastern Conference First Round
201205080IND,Eastern Conference First Round
201204280MIA,Eastern Conference First Round
201204300MIA,Eastern Conference First Round
201205030NYK,Eastern Conference First Round
201205060NYK,Eastern Conference First Round
201205090MIA,Eastern Conference First Round
201204280CHI,Eastern Conference First Round
201205010CHI,Eastern Conference First Round
201205040PHI,Eastern Conference First Round
201205060PHI,Eastern Conference First Round
201205080CHI,Eastern Conference First Round
201205100PHI,Eastern Conference First Round
201204290MEM,Western Conference First Round
201205020MEM,Western Conference First Round
201205050LAC,Western Conference First Round
201205070LAC,Western Conference First Round
201205090MEM,Western Conference First Round
201205110LAC,Western Conference First Round
201205130MEM,Western Conference First Round
201204290LAL,Western Conference First Round
201205010LAL,Western Conference First Round
201205040DEN,Western Conference First Round
201205060DEN,Western Conference First Round
201205080LAL,Western Conference First Round
201205100DEN,Western Conference First Round
201205120LAL,Western Conference First Round
201204280OKC,Western Conference First Round
201204300OKC,Western Conference First Round
201205030DAL,Western Conference First Round
201205050DAL,Western Conference First Round
201204290SAS,Western Conference First Round
201205020SAS,Western Conference First Round
201205050UTA,Western Conference First Round
201205070UTA,Western Conference First Round
201306060MIA,Finals
201306090MIA,Finals
201306110SAS,Finals
201306130SAS,Finals
201306160SAS,Finals
201306180MIA,Finals
201306200MIA,Finals
201305220MIA,Eastern Conference Finals
201305240MIA,Eastern Conference Finals
201305260IND,Eastern Conference Finals
201305280IND,Eastern Conference Finals
201305300MIA,Eastern Conference Finals
201306010IND,Eastern Conference Finals
201306030MIA,Eastern Conference Finals
201305190SAS,Western Conference Finals
201305210SAS,Western Conference Finals
201305250MEM,Western Conference Finals
201305270MEM,Western Conference Finals
201305050NYK,Eastern Conference Semifinals
201305070NYK,Eastern Conference Semifinals
201305110IND,Eastern Conference Semifinals
201305140IND,Eastern Conference Semifinals
201305160NYK,Eastern Conference Semifinals
201305180IND,Eastern Conference Semifinals
201305060MIA,Eastern Conference Semifinals
201305080MIA,Eastern Conference Semifinals
201305100CHI,Eastern Conference Semifinals
201305130CHI,Eastern Conference Semifinals
201305150MIA,Eastern Conference Semifinals
201305050OKC,Western Conference Semifinals
201305070OKC,Western Conference Semifinals
201305110MEM,Western Conference Semifinals
201305130MEM,Western Conference Semifinals
201305150OKC,Western Conference Semifinals
201305060SAS,Western Conference Semifinals
201305080SAS,Western Conference Semifinals
201305100GSW,Western Conference Semifinals
201305120GSW,Western Conference Semifinals
201305140SAS,Western Conference Semifinals
201305160GSW,Western Conference Semifinals
201304200BRK,Eastern Conference First Round
201304220BRK,Eastern Conference First Round
201304250CHI,Eastern Conference First Round
201304270CHI,Eastern Conference First Round
201304290BRK,Eastern Conference First Round
201305020CHI,Eastern Conference First Round
201305040BRK,Eastern Conference First Round
201304210IND,Eastern Conference First Round
201304240IND,Eastern Conference First Round
201304270ATL,Eastern Conference First Round
201304290ATL,Eastern Conference First Round
201305010IND,Eastern Conference First Round
201305030ATL,Eastern Conference First Round
201304210MIA,Eastern Conference First Round
201304230MIA,Eastern Conference First Round
201304250MIL,Eastern Conference First Round
201304280MIL,Eastern Conference First Round
201304200NYK,Eastern Conference First Round
201304230NYK,Eastern Conference First Round
201304260BOS,Eastern Conference First Round
201304280BOS,Eastern Conference First Round
201305010NYK,Eastern Conference First Round
201305030BOS,Eastern Conference First Round
201304200DEN,Western Conference First Round
201304230DEN,Western Conference First Round
201304260GSW,Western Conference First Round
201304280GSW,Western Conference First Round
201304300DEN,Western Conference First Round
201305020GSW,Western Conference First Round
201304200LAC,Western Conference First Round
201304220LAC,Western Conference First Round
201304250MEM,Western Conference First Round
201304270MEM,Western Conference First Round
201304300LAC,Western Conference First Round
201305030MEM,Western Conference First Round
201304210OKC,Western Conference First Round
201304240OKC,Western Conference First Round
201304270HOU,Western Conference First Round
201304290HOU,Western Conference First Round
201305010OKC,Western Conference First Round
201305030HOU,Western Conference First Round
201304210SAS,Western Conference First Round
201304240SAS,Western Conference First Round
201304260LAL,Western Conference First Round
201304280LAL,Western Conference First Round
201406050SAS,Finals
201406080SAS,Finals
201406100MIA,Finals
201406120MIA,Finals
201406150SAS,Finals
201405180IND,Eastern Conference Finals
201405200IND,Eastern Conference Finals
201405240MIA,Eastern Conference Finals
201405260MIA,Eastern Conference Finals
201405280IND,Eastern Conference Finals
201405300MIA,Eastern Conference Finals
201405190SAS,Western Conference Finals
201405210SAS,Western Conference Finals
201405250OKC,Western Conference Finals
201405270OKC,Western Conference Finals
201405290SAS,Western Conference Finals
201405310OKC,Western Conference Finals
201405050IND,Eastern Conference Semifinals
201405070IND,Eastern Conference Semifinals
201405090WAS,Eastern Conference Semifinals
201405110WAS,Eastern Conference Semifinals
201405130IND,Eastern Conference Semifinals
201405150WAS,Eastern Conference Semifinals
201405060MIA,Eastern Conference Semifinals
201405080MIA,Eastern Conference Semifinals
201405100BRK,Eastern Conference Semifinals
201405120BRK,Eastern Conference Semifinals
201405140MIA,Eastern Conference Semifinals
201405050OKC,Western Conference Semifinals
201405070OKC,Western Conference Semifinals
201405090LAC,Western Conference Semifinals
201405110LAC,Western Conference Semifinals
201405130OKC,Western Conference Semifinals
201405150LAC,Western Conference Semifinals
201405060SAS,Western Conference Semifinals
201405080SAS,Western Conference Semifinals
201405100POR,Western Conference Semifinals
201405120POR,Western Conference Semifinals
201405140SAS,Western Conference Semifinals
201404190TOR,Eastern Conference First Round
201404220TOR,Eastern Conference First Round
201404250BRK,Eastern Conference First Round
201404270BRK,Eastern Conference First Round
201404300TOR,Eastern Conference First Round
201405020BRK,Eastern Conference First Round
201405040TOR,Eastern Conference First Round
201404190IND,Eastern Conference First Round
201404220IND,Eastern Conference First Round
201404240ATL,Eastern Conference First Round
201404260ATL,Eastern Conference First Round
201404280IND,Eastern Conference First Round
201405010ATL,Eastern Conference First Round
201405030IND,Eastern Conference First Round
201404200MIA,Eastern Conference First Round
201404230MIA,Eastern Conference First Round
201404260CHA,Eastern Conference First Round
201404280CHA,Eastern Conference First Round
201404200CHI,Eastern Conference First Round
201404220CHI,Eastern Conference First Round
201404250WAS,Eastern Conference First Round
201404270WAS,Eastern Conference First Round
201404290CHI,Eastern Conference First Round
201404190LAC,Western Conference First Round
201404210LAC,Western Conference First Round
201404240GSW,Western Conference First Round
201404270GSW,Western Conference First Round
201404290LAC,Western Conference First Round
201405010GSW,Western Conference First Round
201405030LAC,Western Conference First Round
201404190OKC,Western Conference First Round
201404210OKC,Western Conference First Round
201404240MEM,Western Conference First Round
201404260MEM,Western Conference First Round
201404290OKC,Western Conference First Round
201405010MEM,Western Conference First Round
201405030OKC,Western Conference First Round
201404200HOU,Western Conference First Round
201404230HOU,Western Conference First Round
201404250POR,Western Conference First Round
201404270POR,Western Conference First Round
201404300HOU,Western Conference First Round
201405020POR,Western Conference First Round
201404200SAS,Western Conference First Round
201404230SAS,Western Conference First Round
201404260DAL,Western Conference First Round
201404280DAL,Western Conference First Round
201404300SAS,Western Conference First Round
201405020DAL,Western Conference First Round
201405040SAS,Western Conference First Round
201506040GSW,Finals
201506070GSW,Finals
201506090CLE,Finals
201506110CLE,Finals
201506140GSW,Finals
201506160CLE,Finals
201505200ATL,Eastern Conference Finals
201505220ATL,Eastern Conference Finals
201505240CLE,Eastern Conference Finals
201505260CLE,Eastern Conference Finals
201505190GSW,Western Conference Finals
201505210GSW,Western Conference Finals
201505230HOU,Western Conference Finals
201505250HOU,Western Conference Finals
201505270GSW,Western Conference Finals
201505030ATL,Eastern Conference Semifinals
201505050ATL,Eastern Conference Semifinals
201505090WAS,Eastern Conference Semifinals
201505110WAS,Eastern Conference Semifinals
201505130ATL,Eastern Conference Semifinals
201505150WAS,Eastern Conference Semifinals
201505040CLE,Eastern Conference Semifinals
201505060CLE,Eastern Conference Semifinals
201505080CHI,Eastern Conference Semifinals
201505100CHI,Eastern Conference Semifinals
201505120CLE,Eastern Conference Semifinals
201505140CHI,Eastern Conference Semifinals
201505030GSW,Western Conference Semifinals
201505050GSW,Western Conference Semifinals
201505090MEM,Western Conference Semifinals
201505110MEM,Western Conference Semifinals
201505130GSW,Western Conference Semifinals
201505150MEM,Western Conference Semifinals
201505040HOU,Western Conference Semifinals
201505060HOU,Western Conference Semifinals
201505080LAC,Western Conference Semifinals
201505100LAC,Western Conference Semifinals
201505120HOU,Western Conference Semifinals
201505140LAC,Western Conference Semifinals
201505170HOU,Western Conference Semifinals
201504190ATL,Eastern Conference First Round
201504220ATL,Eastern Conference First Round
201504250BRK,Eastern Conference First Round
201504270BRK,Eastern Conference First Round
201504290ATL,Eastern Conference First Round
201505010BRK,Eastern Conference First Round
201504180CHI,Eastern Conference First Round
201504200CHI,Eastern Conference First Round
201504230MIL,Eastern Conference First Round
201504250MIL,Eastern Conference First Round
201504270CHI,Eastern Conference First Round
201504300MIL,Eastern Conference First Round
201504190CLE,Eastern Conference First Round
201504210CLE,Eastern Conference First Round
201504230BOS,Eastern Conference First Round
201504260BOS,Eastern Conference First Round
201504180TOR,Eastern Conference First Round
201504210TOR,Eastern Conference First Round
201504240WAS,Eastern Conference First Round
201504260WAS,Eastern Conference First Round
201504180GSW,Western Conference First Round
201504200GSW,Western Conference First Round
201504230NOP,Western Conference First Round
201504250NOP,Western Conference First Round
201504180HOU,Western Conference First Round
201504210HOU,Western Conference First Round
201504240DAL,Western Conference First Round
201504260DAL,Western Conference First Round
201504280HOU,Western Conference First Round
201504190LAC,Western Conference First Round
201504220LAC,Western Conference First Round
201504240SAS,Western Conference First Round
201504260SAS,Western Conference First Round
201504280LAC,Western Conference First Round
201504300SAS,Western Conference First Round
201505020LAC,Western Conference First Round
201504190MEM,Western Conference First Round
201504220MEM,Western Conference First Round
201504250POR,Western Conference First Round
201504270POR,Western Conference First Round
201504290MEM,Western Conference First Round
201606020GSW,Finals
201606050GSW,Finals
201606080CLE,Finals
201606100CLE,Finals
201606130GSW,Finals
201606160CLE,Finals
201606190GSW,Finals
201605170CLE,Eastern Conference Finals
201605190CLE,Eastern Conference Finals
201605210TOR,Eastern Conference Finals
201605230TOR,Eastern Conference Finals
201605250CLE,Eastern Conference Finals
201605270TOR,Eastern Conference Finals
201605160GSW,Western Conference Finals
201605180GSW,Western Conference Finals
201605220OKC,Western Conference Finals
201605240OKC,Western Conference Finals
201605260GSW,Western Conference Finals
201605280OKC,Western Conference Finals
201605300GSW,Western Conference Finals
201605020CLE,Eastern Conference Semifinals
201605040CLE,Eastern Conference Semifinals
201605060ATL,Eastern Conference Semifinals
201605080ATL,Eastern Conference Semifinals
201605030TOR,Eastern Conference Semifinals
201605050TOR,Eastern Conference Semifinals
201605070MIA,Eastern Conference Semifinals
201605090MIA,Eastern Conference Semifinals
201605110TOR,Eastern Conference Semifinals
201605130MIA,Eastern Conference Semifinals
201605150TOR,Eastern Conference Semifinals
201605010GSW,Western Conference Semifinals
201605030GSW,Western Conference Semifinals
201605070POR,Western Conference Semifinals
201605090POR,Western Conference Semifinals
201605110GSW,Western Conference Semifinals
201604300SAS,Western Conference Semifinals
201605020SAS,Western Conference Semifinals
201605060OKC,Western Conference Semifinals
201605080OKC,Western Conference Semifinals
201605100SAS,Western Conference Semifinals
201605120OKC,Western Conference Semifinals
201604160ATL,Eastern Conference First Round
201604190ATL,Eastern Conference First Round
201604220BOS,Eastern Conference First Round
201604240BOS,Eastern Conference First Round
201604260ATL,Eastern Conference First Round
201604280BOS,Eastern Conference First Round
201604170CLE,Eastern Conference First Round
201604200CLE,Eastern Conference First Round
201604220DET,Eastern Conference First Round
201604240DET,Eastern Conference First Round
201604170MIA,Eastern Conference First Round
201604200MIA,Eastern Conference First Round
201604230CHO,Eastern Conference First Round
201604250CHO,Eastern Conference First Round
201604270MIA,Eastern Conference First Round
201604290CHO,Eastern Conference First Round
201605010MIA,Eastern Conference First Round
201604160TOR,Eastern Conference First Round
201604180TOR,Eastern Conference First Round
201604210IND,Eastern Conference First Round
201604230IND,Eastern Conference First Round
201604260TOR,Eastern Conference First Round
201604290IND,Eastern Conference First Round
201605010TOR,Eastern Conference First Round
201604160GSW,Western Conference First Round
201604180GSW,Western Conference First Round
201604210HOU,Western Conference First Round
201604240HOU,Western Conference First Round
201604270GSW,Western Conference First Round
201604160OKC,Western Conference First Round
201604180OKC,Western Conference First Round
201604210DAL,Western Conference First Round
201604230DAL,Western Conference First Round
201604250OKC,Western Conference First Round
201604170LAC,Western Conference First Round
201604200LAC,Western Conference First Round
201604230POR,Western Conference First Round
201604250POR,Western Conference First Round
201604270LAC,Western Conference First Round
201604290POR,Western Conference First Round
201604170SAS,Western Conference First Round
201604190SAS,Western Conference First Round
201604220MEM,Western Conference First Round
201604240MEM,Western Conference First Round
201706010GSW,Finals
201706040GSW,Finals
201706070CLE,Finals
201706090CLE,Finals
201706120GSW,Finals
201705170BOS,Eastern Conference Finals
201705190BOS,Eastern Conference Finals
201705210CLE,Eastern Conference Finals
201705230CLE,Eastern Conference Finals
201705250BOS,Eastern Conference Finals
201705140GSW,Western Conference Finals
201705160GSW,Western Conference Finals
201705200SAS,Western Conference Finals
201705220SAS,Western Conference Finals
201704300BOS,Eastern Conference Semifinals
201705020BOS,Eastern Conference Semifinals
201705040WAS,Eastern Conference Semifinals
201705070WAS,Eastern Conference Semifinals
201705100BOS,Eastern Conference Semifinals
201705120WAS,Eastern Conference Semifinals
201705150BOS,Eastern Conference Semifinals
201705010CLE,Eastern Conference Semifinals
201705030CLE,Eastern Conference Semifinals
201705050TOR,Eastern Conference Semifinals
201705070TOR,Eastern Conference Semifinals
201705020GSW,Western Conference Semifinals
201705040GSW,Western Conference Semifinals
201705060UTA,Western Conference Semifinals
201705080UTA,Western Conference Semifinals
201705010SAS,Western Conference Semifinals
201705030SAS,Western Conference Semifinals
201705050HOU,Western Conference Semifinals
201705070HOU,Western Conference Semifinals
201705090SAS,Western Conference Semifinals
201705110HOU,Western Conference Semifinals
201704160BOS,Eastern Conference First Round
201704180BOS,Eastern Conference First Round
201704210CHI,Eastern Conference First Round
201704230CHI,Eastern Conference First Round
201704260BOS,Eastern Conference First Round
201704280CHI,Eastern Conference First Round
201704150CLE,Eastern Conference First Round
201704170CLE,Eastern Conference First Round
201704200IND,Eastern Conference First Round
201704230IND,Eastern Conference First Round
201704150TOR,Eastern Conference First Round
201704180TOR,Eastern Conference First Round
201704200MIL,Eastern Conference First Round
201704220MIL,Eastern Conference First Round
201704240TOR,Eastern Conference First Round
201704270MIL,Eastern Conference First Round
201704160WAS,Eastern Conference First Round
201704190WAS,Eastern Conference First Round
201704220ATL,Eastern Conference First Round
201704240ATL,Eastern Conference First Round
201704260WAS,Eastern Conference First Round
201704280ATL,Eastern Conference First Round
201704160GSW,Western Conference First Round
201704190GSW,Western Conference First Round
201704220POR,Western Conference First Round
201704240POR,Western Conference First Round
201704160HOU,Western Conference First Round
201704190HOU,Western Conference First Round
201704210OKC,Western Conference First Round
201704230OKC,Western Conference First Round
201704250HOU,Western Conference First Round
201704150SAS,Western Conference First Round
201704170SAS,Western Conference First Round
201704200MEM,Western Conference First Round
201704220MEM,Western Conference First Round
201704250SAS,Western Conference First Round
201704270MEM,Western Conference First Round
201704150LAC,Western Conference First Round
201704180LAC,Western Conference First Round
201704210UTA,Western Conference First Round
201704230UTA,Western Conference First Round
201704250LAC,Western Conference First Round
201704280UTA,Western Conference First Round
201704300LAC,Western Conference First Round
201805310GSW,Finals
201806030GSW,Finals
201806060CLE,Finals
201806080CLE,Finals
201805130BOS,Eastern Conference Finals
201805150BOS,Eastern Conference Finals
201805190CLE,Eastern Conference Finals
201805210CLE,Eastern Conference Finals
201805230BOS,Eastern Conference Finals
201805250CLE,Eastern Conference Finals
201805270BOS,Eastern Conference Finals
201805140HOU,Western Conference Finals
201805160HOU,Western Conference Finals
201805200GSW,Western Conference Finals
201805220GSW,Western Conference Finals
201805240HOU,Western Conference Finals
201805260GSW,Western Conference Finals
201805280HOU,Western Conference Finals
201804300BOS,Eastern Conference Semifinals
201805030BOS,Eastern Conference Semifinals
201805050PHI,Eastern Conference Semifinals
201805070PHI,Eastern Conference Semifinals
201805090BOS,Eastern Conference Semifinals
201805010TOR,Eastern Conference Semifinals
201805030TOR,Eastern Conference Semifinals
201805050CLE,Eastern Conference Semifinals
201805070CLE,Eastern Conference Semifinals
201804280GSW,Western Conference Semifinals
201805010GSW,Western Conference Semifinals
201805040NOP,Western Conference Semifinals
201805060NOP,Western Conference Semifinals
201805080GSW,Western Conference Semifinals
201804290HOU,Western Conference Semifinals
201805020HOU,Western Conference Semifinals
201805040UTA,Western Conference Semifinals
201805060UTA,Western Conference Semifinals
201805080HOU,Western Conference Semifinals
201804150BOS,Eastern Conference First Round
201804170BOS,Eastern Conference First Round
201804200MIL,Eastern Conference First Round
201804220MIL,Eastern Conference First Round
201804240BOS,Eastern Conference First Round
201804260MIL,Eastern Conference First Round
201804280BOS,Eastern Conference First Round
201804150CLE,Eastern Conference First Round
201804180CLE,Eastern Conference First Round
201804200IND,Eastern Conference First Round
201804220IND,Eastern Conference First Round
201804250CLE,Eastern Conference First Round
201804270IND,Eastern Conference First Round
201804290CLE,Eastern Conference First Round
201804140PHI,Eastern Conference First Round
201804160PHI,Eastern Conference First Round
201804190MIA,Eastern Conference First Round
201804210MIA,Eastern Conference First Round
201804240PHI,Eastern Conference First Round
201804140TOR,Eastern Conference First Round
201804170TOR,Eastern Conference First Round
201804200WAS,Eastern Conference First Round
201804220WAS,Eastern Conference First Round
201804250TOR,Eastern Conference First Round
201804270WAS,Eastern Conference First Round
201804140GSW,Western Conference First Round
201804160GSW,Western Conference First Round
201804190SAS,Western Conference First Round
201804220SAS,Western Conference First Round
201804240GSW,Western Conference First Round
201804150HOU,Western Conference First Round
201804180HOU,Western Conference First Round
201804210MIN,Western Conference First Round
201804230MIN,Western Conference First Round
201804250HOU,Western Conference First Round
201804140POR,Western Conference First Round
201804170POR,Western Conference First Round
201804190NOP,Western Conference First Round
201804210NOP,Western Conference First Round
201804150OKC,Western Conference First Round
201804180OKC,Western Conference First Round
201804210UTA,Western Conference First Round
201804230UTA,Western Conference First Round
201804250OKC,Western Conference First Round
201804270UTA,Western Conference First Round
201905300TOR,Finals
201906020TOR,Finals
201906050GSW,Finals
201906070GSW,Finals
201906100TOR,Finals
201906130GSW,Finals
201905150MIL,Eastern Conference Finals
201905170MIL,Eastern Conference Finals
201905190TOR,Eastern Conference Finals
201905210TOR,Eastern Conference Finals
201905230MIL,Eastern Conference Finals
201905250TOR,Eastern Conference Finals
201905140GSW,Western Conference Finals
201905160GSW,Western Conference Finals
201905180POR,Western Conference Finals
201905200POR,Western Conference Finals
201904280MIL,Eastern Conference Semifinals
201904300MIL,Eastern Conference Semifinals
201905030BOS,Eastern Conference Semifinals
201905060BOS,Eastern Conference Semifinals
201905080MIL,Eastern Conference Semifinals
201904270TOR,Eastern Conference Semifinals
201904290TOR,Eastern Conference Semifinals
201905020PHI,Eastern Conference Semifinals
201905050PHI,Eastern Conference Semifinals
201905070TOR,Eastern Conference Semifinals
201905090PHI,Eastern Conference Semifinals
201905120TOR,Eastern Conference Semifinals
201904280GSW,Western Conference Semifinals
201904300GSW,Western Conference Semifinals
201905040HOU,Western Conference Semifinals
201905060HOU,Western Conference Semifinals
201905080GSW,Western Conference Semifinals
201905100HOU,Western Conference Semifinals
201904290DEN,Western Conference Semifinals
201905010DEN,Western Conference Semifinals
201905030POR,Western Conference Semifinals
201905050POR,Western Conference Semifinals
201905070DEN,Western Conference Semifinals
201905090POR,Western Conference Semifinals
201905120DEN,Western Conference Semifinals
201904140BOS,Eastern Conference First Round
201904170BOS,Eastern Conference First Round
201904190IND,Eastern Conference First Round
201904210IND,Eastern Conference First Round
201904140MIL,Eastern Conference First Round
201904170MIL,Eastern Conference First Round
201904200DET,Eastern Conference First Round
201904220DET,Eastern Conference First Round
201904130PHI,Eastern Conference First Round
201904150PHI,Eastern Conference First Round
201904180BRK,Eastern Conference First Round
201904200BRK,Eastern Conference First Round
201904230PHI,Eastern Conference First Round
201904130TOR,Eastern Conference First Round
201904160TOR,Eastern Conference First Round
201904190ORL,Eastern Conference First Round
201904210ORL,Eastern Conference First Round
201904230TOR,Eastern Conference First Round
201904130DEN,Western Conference First Round
201904160DEN,Western Conference First Round
201904180SAS,Western Conference First Round
201904200SAS,Western Conference First Round
201904230DEN,Western Conference First Round
201904250SAS,Western Conference First Round
201904270DEN,Western Conference First Round
201904130GSW,Western Conference First Round
201904150GSW,Western Conference First Round
201904180LAC,Western Conference First Round
201904210LAC,Western Conference First Round
201904240GSW,Western Conference First Round
201904260LAC,Western Conference First Round
201904140HOU,Western Conference First Round
201904170HOU,Western Conference First Round
201904200UTA,Western Conference First Round
201904220UTA,Western Conference First Round
201904240HOU,Western Conference First Round
201904140POR,Western Conference First Round
201904160POR,Western Conference First Round
201904190OKC,Western Conference First Round
201904210OKC,Western Conference First Round
201904230POR,Western Conference First Round
202009300LAL,Finals
202010020LAL,Finals
202010040MIA,Finals
202010060MIA,Finals
202010090LAL,Finals
202010110MIA,Finals
202009150BOS,Eastern Conference Finals
202009170BOS,Eastern Conference Finals
202009190MIA,Eastern Conference Finals
202009230MIA,Eastern Conference Finals
202009250BOS,Eastern Conference Finals
202009270MIA,Eastern Conference Finals
202009180LAL,Western Conference Finals
202009200LAL,Western Conference Finals
202009220DEN,Western Conference Finals
202009240DEN,Western Conference Finals
202009260LAL,Western Conference Finals
202008300TOR,Eastern Conference Semifinals
202009010TOR,Eastern Conference Semifinals
202009030BOS,Eastern Conference Semifinals
202009050BOS,Eastern Conference Semifinals
202009070TOR,Eastern Conference Semifinals
202009090BOS,Eastern Conference Semifinals
202009110TOR,Eastern Conference Semifinals
202008310MIL,Eastern Conference Semifinals
202009020MIL,Eastern Conference Semifinals
202009040MIA,Eastern Conference Semifinals
202009060MIA,Eastern Conference Semifinals
202009080MIL,Eastern Conference Semifinals
202009030LAC,Western Conference Semifinals
202009050LAC,Western Conference Semifinals
202009070DEN,Western Conference Semifinals
202009090DEN,Western Conference Semifinals
202009110LAC,Western Conference Semifinals
202009130DEN,Western Conference Semifinals
202009150LAC,Western Conference Semifinals
202009040LAL,Western Conference Semifinals
202009060LAL,Western Conference Semifinals
202009080HOU,Western Conference Semifinals
202009100HOU,Western Conference Semifinals
